,date,symbol,STO,price,adv
0,2021-10-27,VEDL,18.09809171662073,315.35,BUY
1,2021-10-28,VEDL,16.26874165328008,300.85,BUY
2,2021-10-29,VEDL,14.720433799390284,304.0,BUY
3,2021-11-01,VEDL,15.26272529729163,302.15,BUY
4,2021-11-26,VEDL,82.75837043242025,353.9,SELL
5,2021-12-03,VEDL,19.579827412401443,337.3,BUY
6,2021-12-06,VEDL,16.23390377619084,335.7,BUY
7,2021-12-14,VEDL,81.46198276123842,359.9,SELL
