,date,symbol,STO,price,adv
0,2021-11-16,SBIN,18.210336234636703,495.1,BUY
1,2021-11-17,SBIN,14.908930720941191,498.15,BUY
2,2021-12-10,SBIN,81.26250002136277,494.7,SELL
